id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
1401;Rio de Jameiro;Pedro Souza;Smartwatch;Jennifer Gracie;feminino;cartão de Credito
1402;Rio de Jameiro;Juliana Almeida;Fone de Ouvido Sony;Jose Watson;masculino;PIX
1403;Rio de Jameiro;Juliana Almeida;Notebook Dell Inspiriom;Timothy Wheatley;masculino;Boleto
1404;Florianopolis;Tiago Lima;Notebook Dell Inspiriom;Kristi Stepler;feminino;cartão de Credito
1405;Florianopolis;Tiago Lima;Smartwatch;Donald Lischak;masculino;cartão de Credito
1406;Rio de Jameiro;Juliana Almeida;Smartphone Samsung Galaxy;Mary Wilson;feminino;PIX
1407;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Jeremy Wampler;masculino;PIX
1408;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;Susan Mcglone;feminino;Dinheiro
1409;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Kathleen Keenan;feminino;Dinheiro
1410;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;Martin Russell;masculino;cartão de Credito
1411;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Rosemarie Conn;feminino;cartão de Credito
1412;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Carl Hunter;masculino;cartão de Credito
1413;Florianopolis;Tiago Lima;Smartphone Samsung Galaxy;Hazel Smith;feminino;Dinheiro
1414;Florianopolis;Tiago Lima;Tablet Apple Ipad;Scott Keri;masculino;cartão de Credito
1415;Porto Alegre;Mariana Gomes;Notebook Dell Inspiriom;Juana Kropp;feminino;PIX
1416;Florianopolis;Tiago Lima;Smartwatch;Corrine Bulfer;feminino;Dinheiro
1417;Florianopolis;Tiago Lima;Fone de Ouvido Sony;Barbara Wilson;feminino;Dinheiro
1418;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;Louis White;masculino;Boleto
1419;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;Brandon Hawes;masculino;PIX
1420;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Kevin Laplante;masculino;PIX
1421;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Elizabeth Wiley;feminino;cartão de Credito
1422;Florianopolis;Gabriela Santos;Tablet Apple Ipad;William Fox;masculino;PIX
1423;Belo Horizonte;Fernanda Costa;Smartwatch;John Facundo;masculino;PIX
1424;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Jimmy Lowe;masculino;cartão de Credito
1425;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Brent Even;masculino;cartão de Credito
1426;Rio de Jameiro;Juliana Almeida;Fone de Ouvido Sony;Charles Jones;masculino;cartão de Credito
1427;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Tracy Kahl;feminino;cartão de Credito
1428;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Jerry Tomlinson;masculino;Dinheiro
1429;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Michelle Cerverizzo;feminino;PIX
1430;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;Irene Farlow;feminino;cartão de Credito
1431;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Martin Shultz;masculino;PIX
1432;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Kelly Castillo;feminino;Boleto
1433;Rio de Jameiro;Juliana Almeida;Smartwatch;Mary Allen;feminino;cartão de Credito
1434;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Kevin Chidester;masculino;Dinheiro
1435;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Daryl Randolph;masculino;Boleto
1436;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;Greg Collins;masculino;PIX
1437;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Harold King;masculino;Dinheiro
1438;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Freddie Estrada;masculino;Boleto
1439;Porto Alegre;Mariana Gomes;Notebook Dell Inspiriom;Melvin Parrish;masculino;Dinheiro
1440;Rio de Jameiro;Juliana Almeida;Fone de Ouvido Sony;Clarissa Boersma;feminino;Boleto
1441;Rio de Jameiro;Juliana Almeida;Notebook Dell Inspiriom;Tina Murphy;feminino;cartão de Credito
1442;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Helen Easterling;feminino;PIX
1443;Florianopolis;Tiago Lima;Notebook Dell Inspiriom;Fredrick Mccammon;masculino;Dinheiro
1444;Rio de Jameiro;Juliana Almeida;Smartwatch;Jamie Alford;feminino;cartão de Credito
1445;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Anna Lentz;feminino;Dinheiro
1446;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Evelyn Young;feminino;cartão de Credito
1447;Rio de Jameiro;Juliana Almeida;Smartphone Samsung Galaxy;Ervin Gargano;masculino;PIX
1448;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Richard Foye;masculino;Dinheiro
1449;Belo Horizonte;Carlos Silva;Smartwatch;Brenda Ek;feminino;Dinheiro
1450;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Thomas Peterson;masculino;Boleto
1451;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Donna Floyd;feminino;PIX
1452;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Lewis Dickens;masculino;Boleto
1453;São Paulo;Ana Oliveira;Tablet Apple Ipad;Michael Cruise;masculino;cartão de Credito
1454;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Jose Yentsch;masculino;Dinheiro
1455;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Sammy Stout;masculino;PIX
1456;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Megan Budreau;feminino;cartão de Credito
1457;Florianopolis;Gabriela Santos;Smartwatch;Larue Kowalski;feminino;Dinheiro
1458;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;William Alvarez;masculino;Boleto
1459;São Paulo;Ana Oliveira;Smartwatch;Geraldine Tanner;feminino;cartão de Credito
1460;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Millard Ward;masculino;Boleto
1461;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Margaret Cannon;feminino;cartão de Credito
1462;Florianopolis;Tiago Lima;Smartphone Samsung Galaxy;Maria Patenaude;feminino;cartão de Credito
1463;Florianopolis;Tiago Lima;Smartphone Samsung Galaxy;Donald Stancliff;masculino;cartão de Credito
1464;Florianopolis;Tiago Lima;Notebook Dell Inspiriom;Christopher Bowers;masculino;cartão de Credito
1465;São Paulo;Ana Oliveira;Tablet Apple Ipad;Thomas Parr;masculino;cartão de Credito
1466;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Norma Wallenbrock;feminino;cartão de Credito
1467;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Howard Avina;masculino;Dinheiro
1468;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Nakita Reyna;feminino;PIX
1469;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;Michael Finn;masculino;PIX
1470;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Brandon Gervasio;masculino;PIX
1471;Florianopolis;Tiago Lima;Notebook Dell Inspiriom;Robert Phillips;masculino;Dinheiro
1472;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Scott Oliver;masculino;PIX
1473;Belo Horizonte;Carlos Silva;Smartwatch;David Mcgovern;masculino;Boleto
1474;Florianopolis;Gabriela Santos;Tablet Apple Ipad;Chad Madewell;masculino;PIX
1475;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Eula Smith;feminino;Boleto
1476;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;Jessie Urbanek;feminino;PIX
1477;São Paulo;Ana Oliveira;Smartwatch;Lisabeth Harris;feminino;PIX
1478;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Helene Brown;feminino;PIX
1479;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Jimmy West;masculino;cartão de Credito
1480;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Marylou Park;feminino;PIX
1481;Rio de Jameiro;Pedro Souza;Smartwatch;Kevin Ready;masculino;Dinheiro
1482;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Arturo Hall;masculino;Boleto
1483;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Randall Smith;masculino;Dinheiro
1484;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;Gerry Negro;masculino;cartão de Credito
1485;Florianopolis;Gabriela Santos;Smartwatch;Kenneth Farrow;masculino;PIX
1486;Rio de Jameiro;Juliana Almeida;Smartwatch;Lesa Oldham;feminino;Boleto
1487;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;David Martino;masculino;PIX
1488;Rio de Jameiro;Juliana Almeida;Smartwatch;Sergio Powell;masculino;Dinheiro
1489;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Larry Haas;masculino;PIX
1490;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Ryan Ginter;masculino;Boleto
1491;Porto Alegre;Mariana Gomes;Smartwatch;Dexter Smith;masculino;Dinheiro
1492;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Barbara Baker;feminino;Dinheiro
1493;Florianopolis;Tiago Lima;Smartphone Samsung Galaxy;Sharon Risner;feminino;Dinheiro
1494;Florianopolis;Tiago Lima;Smartphone Samsung Galaxy;Laurie Michalski;feminino;PIX
1495;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Suzanne Kilgo;feminino;PIX
1496;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Lynn Davis;feminino;Dinheiro
1497;Porto Alegre;Mariana Gomes;Smartwatch;Jennifer Stone;feminino;Dinheiro
1498;Florianopolis;Gabriela Santos;Tablet Apple Ipad;Charlie Watts;masculino;Dinheiro
1499;Rio de Jameiro;Juliana Almeida;Notebook Dell Inspiriom;Dorothy Rasmussen;feminino;Dinheiro
1500;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;Traci Moore;feminino;cartão de Credito
1501;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Jason Frazier;masculino;cartão de Credito
1502;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Billy Oglesby;masculino;PIX
1503;São Paulo;Lucas Pereira;Tablet Apple Ipad;Lisa Dickey;feminino;PIX
1504;Florianopolis;Tiago Lima;Tablet Apple Ipad;Megan Komula;feminino;PIX
1505;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Ronald Gaskin;masculino;PIX
1506;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Inez Wilmot;feminino;Dinheiro
1507;São Paulo;Ana Oliveira;Fone de Ouvido Sony;William Tirey;masculino;cartão de Credito
1508;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Berry Jacobs;masculino;PIX
1509;Florianopolis;Tiago Lima;Notebook Dell Inspiriom;Micheal Williams;masculino;Boleto
1510;Rio de Jameiro;Juliana Almeida;Notebook Dell Inspiriom;Brian Titcomb;masculino;Boleto
1511;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Juanita Thomas;feminino;Dinheiro
1512;Porto Alegre;Roberto Ferreira;Smartwatch;Carol Dwyer;feminino;Dinheiro
1513;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Matthew Johnson;masculino;Boleto
1514;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;John Winfield;masculino;Boleto
1515;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Robin Arnold;feminino;PIX
1516;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Peter Schaffner;masculino;cartão de Credito
1517;Rio de Jameiro;Pedro Souza;Smartwatch;Guy Mckelvey;masculino;Dinheiro
1518;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;Troy Lee;masculino;Boleto
1519;Florianopolis;Tiago Lima;Notebook Dell Inspiriom;June Watkins;feminino;Boleto
1520;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Andrea Ruiz;feminino;PIX
1521;São Paulo;Ana Oliveira;Tablet Apple Ipad;Henry Amey;masculino;Dinheiro
1522;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Sharon Rousseau;feminino;Boleto
1523;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Evelyn West;feminino;Dinheiro
1524;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;Tracy Anderson;feminino;cartão de Credito
1525;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Sandra Kidd;feminino;Dinheiro
1526;Porto Alegre;Mariana Gomes;Notebook Dell Inspiriom;Joseph Brewster;masculino;PIX
1527;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Alicia Jones;feminino;PIX
1528;Rio de Jameiro;Juliana Almeida;Fone de Ouvido Sony;Tracy Dietrich;feminino;Dinheiro
1529;Rio de Jameiro;Pedro Souza;Smartwatch;Michelle Williams;feminino;Boleto
1530;Florianopolis;Gabriela Santos;Tablet Apple Ipad;Cheryl Cox;feminino;cartão de Credito
1531;Porto Alegre;Mariana Gomes;Notebook Dell Inspiriom;Anita Vanduyn;feminino;cartão de Credito
1532;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Marjorie Mclean;feminino;PIX
1533;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;Charlotte Hammer;feminino;Dinheiro
1534;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Louie Haase;masculino;cartão de Credito
1535;Florianopolis;Tiago Lima;Notebook Dell Inspiriom;David Pearson;masculino;PIX
1536;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Donald Roberts;masculino;Dinheiro
1537;São Paulo;Lucas Pereira;Smartwatch;Nancy Thompson;feminino;cartão de Credito
1538;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Julie Weaver;feminino;cartão de Credito
1539;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;John Hanlin;masculino;PIX
1540;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Christine Crislip;feminino;Dinheiro
1541;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Deborah Clapper;feminino;Boleto
1542;Rio de Jameiro;Juliana Almeida;Notebook Dell Inspiriom;Donald Hunter;masculino;Boleto
1543;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Margarita Mansfield;feminino;cartão de Credito
1544;Porto Alegre;Roberto Ferreira;Smartwatch;Antonio Green;masculino;Dinheiro
1545;Florianopolis;Gabriela Santos;Smartwatch;Emma Wilson;feminino;PIX
1546;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Evelyn Heroux;feminino;Dinheiro
1547;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Donald Shortino;masculino;Boleto
1548;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Dana Hope;feminino;PIX
1549;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Rufus Thompson;masculino;cartão de Credito
1550;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Steven Buehler;masculino;Boleto
1551;São Paulo;Lucas Pereira;Smartwatch;Lena Godwin;feminino;cartão de Credito
1552;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Patricia Pence;feminino;cartão de Credito
1553;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Mark Egan;masculino;Boleto
1554;São Paulo;Ana Oliveira;Tablet Apple Ipad;Bridget Matney;feminino;Boleto
1555;Rio de Jameiro;Juliana Almeida;Smartwatch;Mike Decker;masculino;Dinheiro
1556;Florianopolis;Gabriela Santos;Tablet Apple Ipad;Kenneth Cormany;masculino;Dinheiro
1557;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;Mary Cobb;feminino;Dinheiro
1558;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;Elizabeth Digsby;feminino;Dinheiro
1559;Florianopolis;Tiago Lima;Smartphone Samsung Galaxy;Justin Davis;masculino;PIX
1560;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Sergio Jones;masculino;Boleto
1561;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;Mark Walls;masculino;PIX
1562;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Monica Macneil;feminino;PIX
1563;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Mary Mcgee;feminino;cartão de Credito
1564;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Robert Cargill;masculino;Boleto
1565;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Brian Beard;masculino;Boleto
1566;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Barbara Robison;feminino;Boleto
1567;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Jessie Crawford;feminino;Boleto
1568;Florianopolis;Gabriela Santos;Tablet Apple Ipad;Jean Bennett;feminino;cartão de Credito
1569;Rio de Jameiro;Pedro Souza;Smartwatch;Eric Leon;masculino;Boleto
1570;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Richard Farmer;masculino;PIX
1571;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;David Holsey;masculino;Boleto
1572;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Virginia Carey;feminino;Dinheiro
1573;Florianopolis;Tiago Lima;Smartwatch;Janet Duckworth;feminino;Dinheiro
1574;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;Evelyn Wells;feminino;Dinheiro
1575;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Mark Falcon;masculino;PIX
1576;Belo Horizonte;Carlos Silva;Smartwatch;Andy Staton;masculino;cartão de Credito
1577;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Salvador Mackson;masculino;Dinheiro
1578;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Jonathan Laughary;masculino;cartão de Credito
1579;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;Susan Waters;feminino;PIX
1580;São Paulo;Lucas Pereira;Tablet Apple Ipad;Mark Glennon;masculino;PIX
1581;São Paulo;Ana Oliveira;Tablet Apple Ipad;Joe Peterson;masculino;PIX
1582;São Paulo;Lucas Pereira;Smartwatch;Adam Adams;masculino;Boleto
1583;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Ellen Nadeau;feminino;cartão de Credito
1584;São Paulo;Ana Oliveira;Fone de Ouvido Sony;William Zamora;masculino;PIX
1585;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Eric Griffith;masculino;Dinheiro
1586;Florianopolis;Tiago Lima;Fone de Ouvido Sony;Jeremy Brislin;masculino;cartão de Credito
1587;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Lanette Burt;feminino;Dinheiro
1588;Porto Alegre;Mariana Gomes;Notebook Dell Inspiriom;Katherine Ratterree;feminino;cartão de Credito
1589;Florianopolis;Tiago Lima;Fone de Ouvido Sony;Steven Bonniwell;masculino;Dinheiro
1590;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Kirby Kinsella;masculino;Boleto
1591;Florianopolis;Tiago Lima;Smartwatch;Teresa Mcneal;feminino;PIX
1592;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Humberto Johnson;masculino;Boleto
1593;Florianopolis;Tiago Lima;Notebook Dell Inspiriom;Carl Anderson;masculino;PIX
1594;São Paulo;Ana Oliveira;Tablet Apple Ipad;Robert Reed;masculino;cartão de Credito
1595;São Paulo;Lucas Pereira;Tablet Apple Ipad;Brenda Mclellan;feminino;PIX
1596;Florianopolis;Tiago Lima;Notebook Dell Inspiriom;Sara Campbell;feminino;PIX
1597;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Francis Newell;masculino;cartão de Credito
1598;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Leroy Eaton;masculino;PIX
1599;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Mark Hamm;masculino;PIX
1600;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Bernita Szaflarski;feminino;PIX
1601;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Linda Smith;feminino;cartão de Credito
1602;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Marjorie Sanders;feminino;PIX
1603;Porto Alegre;Mariana Gomes;Notebook Dell Inspiriom;Marilyn Bullard;feminino;Dinheiro
1604;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Jesse Smart;masculino;Boleto
1605;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Michael Warden;masculino;cartão de Credito
1606;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Asa Obrien;masculino;Dinheiro
1607;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Joel Hinrichs;masculino;PIX
1608;Rio de Jameiro;Juliana Almeida;Smartwatch;Jose Rhoda;masculino;Dinheiro
1609;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Cheryl Shaw;feminino;cartão de Credito
1610;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;James Walker;masculino;PIX
1611;Florianopolis;Tiago Lima;Smartwatch;Michael Morris;masculino;Boleto
1612;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;Dora Sowards;feminino;cartão de Credito
1613;Belo Horizonte;Carlos Silva;Smartwatch;Guy Thompson;masculino;PIX
1614;Florianopolis;Gabriela Santos;Smartwatch;James Caffey;masculino;Dinheiro
1615;Florianopolis;Tiago Lima;Smartphone Samsung Galaxy;Harvey Gulley;masculino;PIX
1616;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Kimberly Asato;feminino;PIX
1617;Porto Alegre;Roberto Ferreira;Smartwatch;Patricia Torrez;feminino;Boleto
1618;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Frances Brownlee;feminino;cartão de Credito
1619;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Leroy Simons;masculino;cartão de Credito
1620;São Paulo;Ana Oliveira;Smartwatch;Lillian Hawkins;feminino;PIX
1621;São Paulo;Ana Oliveira;Tablet Apple Ipad;John Morris;masculino;PIX
1622;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Wesley Delapp;masculino;PIX
1623;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Terry Ballard;masculino;cartão de Credito
1624;Florianopolis;Tiago Lima;Smartwatch;Christian Johnson;feminino;PIX
1625;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Mary Hilty;feminino;Dinheiro
1626;Porto Alegre;Mariana Gomes;Notebook Dell Inspiriom;Doreen Hylan;feminino;Dinheiro
1627;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Karen Stiefel;feminino;Dinheiro
1628;Rio de Jameiro;Juliana Almeida;Notebook Dell Inspiriom;Harold Hasenberg;masculino;PIX
1629;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;Brady Snyder;masculino;Boleto
1630;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Juana Rhone;feminino;cartão de Credito
1631;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Ariel Mcgowan;masculino;Boleto
1632;Florianopolis;Tiago Lima;Tablet Apple Ipad;James Ridge;masculino;PIX
1633;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Robert Lake;masculino;PIX
1634;Florianopolis;Tiago Lima;Smartphone Samsung Galaxy;Robert Alden;masculino;PIX
1635;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Meredith Cruz;feminino;Dinheiro
1636;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Melissa Aguirre;feminino;PIX
1637;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Harold Leone;masculino;cartão de Credito
1638;Belo Horizonte;Fernanda Costa;Smartwatch;Bret Jones;masculino;cartão de Credito
1639;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Diane Morris;feminino;cartão de Credito
1640;Rio de Jameiro;Juliana Almeida;Notebook Dell Inspiriom;Mona Crowl;feminino;PIX
1641;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Stephan Wilson;masculino;cartão de Credito
1642;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Isaac Brown;masculino;Boleto
1643;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Warren Day;masculino;Dinheiro
1644;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Joanne Llanes;feminino;PIX
1645;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;David Frizzle;masculino;Boleto
1646;Porto Alegre;Roberto Ferreira;Smartwatch;Craig Shulz;masculino;cartão de Credito
1647;Florianopolis;Gabriela Santos;Smartwatch;Lawrence Carroll;masculino;PIX
1648;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Michael Acosta;masculino;Dinheiro
1649;São Paulo;Ana Oliveira;Smartwatch;Rebecca Curtis;feminino;Dinheiro
1650;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Alan Bedford;masculino;Boleto
1651;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;Kay Frey;feminino;PIX
1652;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Martha Sonnier;feminino;Boleto
1653;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Victoria Navarrete;feminino;cartão de Credito
1654;Rio de Jameiro;Juliana Almeida;Fone de Ouvido Sony;Robert Beyer;masculino;PIX
1655;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Jan Martinez;feminino;Boleto
1656;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;Peggy Marsh;feminino;Dinheiro
1657;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Cathey Cook;feminino;PIX
1658;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Bradley Mattews;masculino;Dinheiro
1659;Porto Alegre;Mariana Gomes;Smartwatch;Rosie Sanford;feminino;PIX
1660;Rio de Jameiro;Pedro Souza;Smartwatch;Sondra Caviness;feminino;PIX
1661;Rio de Jameiro;Juliana Almeida;Smartphone Samsung Galaxy;John Jones;masculino;PIX
1662;Florianopolis;Tiago Lima;Smartphone Samsung Galaxy;Richard Larue;masculino;Boleto
1663;Rio de Jameiro;Pedro Souza;Smartwatch;Leanna Rodgers;feminino;PIX
1664;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Jean Austin;feminino;Dinheiro
1665;Belo Horizonte;Carlos Silva;Smartwatch;Stanley Capps;masculino;cartão de Credito
1666;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Lester Brezenski;masculino;PIX
1667;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Stephen Striegel;masculino;cartão de Credito
1668;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Roman Landers;masculino;Boleto
1669;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Donald Hession;masculino;PIX
1670;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Albert Barron;masculino;Boleto
1671;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Marie Clark;feminino;Dinheiro
1672;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;James White;masculino;PIX
1673;São Paulo;Ana Oliveira;Tablet Apple Ipad;Andrea Reyna;feminino;cartão de Credito
1674;Florianopolis;Gabriela Santos;Tablet Apple Ipad;Mary Santiago;feminino;cartão de Credito
1675;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Marylouise Brown;feminino;cartão de Credito
1676;São Paulo;Ana Oliveira;Smartwatch;Crystal Wickus;feminino;PIX
